recurso,edificio,capacidad,dia,hora,programa,materia,docente,estudiantes,title_original
SF402,SF,25,Viernes,18:00-19:00,1180254-B(0),No especificado,No especificado,0,"Carrera   : Ingenieria De Minas
Materia   : FUNDAMENTO DE BASE DE DATOS
Docente : 
No.Alumnos: 0"
SF402,SF,25,Viernes,19:00-20:00,1180254-B(0),No especificado,No especificado,0,"Carrera   : Ingenieria De Minas
Materia   : FUNDAMENTO DE BASE DE DATOS
Docente : 
No.Alumnos: 0"
SF403,SF,25,Lunes,06:00-07:00,1110204-D(19),No especificado,No especificado,19,"Carrera   : Ingenieria Civil
Materia   : INFORMATICA APLICADA
Docente : PE?ARANDA CARRILLO EUSEN ENRIQUE
No.Alumnos: 19"
SF403,SF,25,Martes,06:00-07:00,1922301-A(19),No especificado,No especificado,19,"Carrera   : Tecnologia En Obras Civiles
Materia   : INFORMATICA APLICADA
Docente : MURILLO RODRIGUEZ DIOSELINA
No.Alumnos: 19"
SF403,SF,25,Jueves,06:00-07:00,1191706-A(29),No especificado,No especificado,29,"Carrera   : Ingenieria Industrial
Materia   : COMERCIO EXTERIOR
Docente : RODRIGUEZ ARENAS LUIS EDUARDO
No.Alumnos: 29"
SF403,SF,25,Viernes,06:00-07:00,1090142-B(20),No especificado,No especificado,20,"Carrera   : Ingenieria Electromecanica
Materia   : PROGRAMACION I
Docente : RODRIGUEZ IBA?EZ RAUL EDUARDO
No.Alumnos: 20"
SF403,SF,25,Lunes,07:00-08:00,1110204-D(19),No especificado,No especificado,19,"Carrera   : Ingenieria Civil
Materia   : INFORMATICA APLICADA
Docente : PE?ARANDA CARRILLO EUSEN ENRIQUE
No.Alumnos: 19"
SF403,SF,25,Jueves,07:00-08:00,1191706-A(29),No especificado,No especificado,29,"Carrera   : Ingenieria Industrial
Materia   : COMERCIO EXTERIOR
Docente : RODRIGUEZ ARENAS LUIS EDUARDO
No.Alumnos: 29"
SF403,SF,25,Miércoles,08:00-09:00,1191203-A(20),No especificado,No especificado,20,"Carrera   : Ingenieria Industrial
Materia   : FUNDAMENTOS BASE DE DATOS
Docente : RODRIGUEZ IBA?EZ RAUL EDUARDO
No.Alumnos: 20"
SF403,SF,25,Miércoles,09:00-10:00,1191203-A(20),No especificado,No especificado,20,"Carrera   : Ingenieria Industrial
Materia   : FUNDAMENTOS BASE DE DATOS
Docente : RODRIGUEZ IBA?EZ RAUL EDUARDO
No.Alumnos: 20"
SF403,SF,25,Lunes,10:00-11:00,1090142-B(20),No especificado,No especificado,20,"Carrera   : Ingenieria Electromecanica
Materia   : PROGRAMACION I
Docente : RODRIGUEZ IBA?EZ RAUL EDUARDO
No.Alumnos: 20"
SF403,SF,25,Jueves,10:00-11:00,1191506-A(38),No especificado,No especificado,38,"Carrera   : Ingenieria Industrial
Materia   : ESTADISTICA INFERENCIAL
Docente : ESPINEL LOPEZ JUAN FRANCISCO
No.Alumnos: 38"
SF403,SF,25,Lunes,11:00-12:00,1090142-B(20),No especificado,No especificado,20,"Carrera   : Ingenieria Electromecanica
Materia   : PROGRAMACION I
Docente : RODRIGUEZ IBA?EZ RAUL EDUARDO
No.Alumnos: 20"
SF403,SF,25,Jueves,11:00-12:00,1191506-A(38),No especificado,No especificado,38,"Carrera   : Ingenieria Industrial
Materia   : ESTADISTICA INFERENCIAL
Docente : ESPINEL LOPEZ JUAN FRANCISCO
No.Alumnos: 38"
SF403,SF,25,Lunes,12:00-13:00,1110204-A(20),No especificado,No especificado,20,"Carrera   : Ingenieria Civil
Materia   : INFORMATICA APLICADA
Docente : GONZALEZ SANJUAN ALVARO JAVIER
No.Alumnos: 20"
SF403,SF,25,Viernes,12:00-13:00,1110103-C(20),No especificado,No especificado,20,"Carrera   : Ingenieria Civil
Materia   : PROGRAMACION DE COMPUTADORES
Docente : ALARCON GRANADOS SERGIO CAMILO
No.Alumnos: 20"
SF403,SF,25,Viernes,13:00-14:00,1110103-C(20),No especificado,No especificado,20,"Carrera   : Ingenieria Civil
Materia   : PROGRAMACION DE COMPUTADORES
Docente : ALARCON GRANADOS SERGIO CAMILO
No.Alumnos: 20"
SF403,SF,25,Martes,15:00-16:00,1090342-B(19),No especificado,No especificado,19,"Carrera   : Ingenieria Electromecanica
Materia   : PROGRAMACION II
Docente : FUENTES CAMARGO JAIRO ALBERTO
No.Alumnos: 19"
SF403,SF,25,Miércoles,15:00-16:00,1090342-A(20),No especificado,No especificado,20,"Carrera   : Ingenieria Electromecanica
Materia   : PROGRAMACION II
Docente : MENDOZA PEREZ JOHN CAMILO
No.Alumnos: 20"
SF403,SF,25,Lunes,16:00-17:00,1090342-A(20),No especificado,No especificado,20,"Carrera   : Ingenieria Electromecanica
Materia   : PROGRAMACION II
Docente : MENDOZA PEREZ JOHN CAMILO
No.Alumnos: 20"
SF403,SF,25,Viernes,16:00-17:00,1922206-B(0),No especificado,No especificado,0,"Carrera   : Tecnologia En Obras Civiles
Materia   : DIBUJO COMPUTARIZADO II
Docente : 
No.Alumnos: 0"
SF403,SF,25,Lunes,17:00-18:00,1090342-A(20),No especificado,No especificado,20,"Carrera   : Ingenieria Electromecanica
Materia   : PROGRAMACION II
Docente : MENDOZA PEREZ JOHN CAMILO
No.Alumnos: 20"
SF403,SF,25,Viernes,17:00-18:00,1922206-B(0),No especificado,No especificado,0,"Carrera   : Tecnologia En Obras Civiles
Materia   : DIBUJO COMPUTARIZADO II
Docente : 
No.Alumnos: 0"
SF404,SF,25,Lunes,06:00-07:00,1922206-C(0),No especificado,No especificado,0,"Carrera   : Tecnologia En Obras Civiles
Materia   : DIBUJO COMPUTARIZADO II
Docente : 
No.Alumnos: 0"
SF404,SF,25,Martes,06:00-07:00,1922301-B(12),No especificado,No especificado,12,"Carrera   : Tecnologia En Obras Civiles
Materia   : INFORMATICA APLICADA
Docente : DIAZ CONTRERAS BELLKYS YANETH 
No.Alumnos: 12"
SF404,SF,25,Jueves,06:00-07:00,1225059-A(22),No especificado,No especificado,22,"Carrera   : Contaduria Publica
Materia   : HERRAMIENTAS INFORMATICAS
Docente : GUTIERREZ BUITRAGO ANA GISSEL
No.Alumnos: 22"
SF404,SF,25,Lunes,07:00-08:00,1922206-C(0),No especificado,No especificado,0,"Carrera   : Tecnologia En Obras Civiles
Materia   : DIBUJO COMPUTARIZADO II
Docente : 
No.Alumnos: 0"
SF404,SF,25,Jueves,07:00-08:00,1225059-A(22),No especificado,No especificado,22,"Carrera   : Contaduria Publica
Materia   : HERRAMIENTAS INFORMATICAS
Docente : GUTIERREZ BUITRAGO ANA GISSEL
No.Alumnos: 22"
SF404,SF,25,Martes,08:00-09:00,1681121-A(13),No especificado,No especificado,13,"Carrera   : Zootecnia
Materia   : HERRAMIENTAS DE SOFTWARE
Docente : CARRE?O CORREA RUBEN DARIO
No.Alumnos: 13"
SF404,SF,25,Martes,09:00-10:00,1681121-A(13),No especificado,No especificado,13,"Carrera   : Zootecnia
Materia   : HERRAMIENTAS DE SOFTWARE
Docente : CARRE?O CORREA RUBEN DARIO
No.Alumnos: 13"
SF404,SF,25,Lunes,10:00-11:00,1191103-B(29),No especificado,No especificado,29,"Carrera   : Ingenieria Industrial
Materia   : PROGRAMACION DE COMPUTADORES
Docente : LATORRE JAIMES JOHANN LEONARDO
No.Alumnos: 29"
SF404,SF,25,Jueves,10:00-11:00,1951104-A(15),No especificado,No especificado,15,"Carrera   : Quimica Industrial
Materia   : FUNDAMENTOS DE PROGRAMACION
Docente : VERA CONTRERAS MILTON JESUS
No.Alumnos: 15"
SF404,SF,25,Viernes,10:00-11:00,1180152-A(23),No especificado,No especificado,23,"Carrera   : Ingenieria De Minas
Materia   : PROGRAMACION DE COMPUTADORES
Docente : SARMIENTO SAAVEDRA MERY YANET
No.Alumnos: 23"
SF404,SF,25,Lunes,11:00-12:00,1191103-B(29),No especificado,No especificado,29,"Carrera   : Ingenieria Industrial
Materia   : PROGRAMACION DE COMPUTADORES
Docente : LATORRE JAIMES JOHANN LEONARDO
No.Alumnos: 29"
SF404,SF,25,Jueves,11:00-12:00,1951104-A(15),No especificado,No especificado,15,"Carrera   : Quimica Industrial
Materia   : FUNDAMENTOS DE PROGRAMACION
Docente : VERA CONTRERAS MILTON JESUS
No.Alumnos: 15"
SF404,SF,25,Viernes,11:00-12:00,1180152-A(23),No especificado,No especificado,23,"Carrera   : Ingenieria De Minas
Materia   : PROGRAMACION DE COMPUTADORES
Docente : SARMIENTO SAAVEDRA MERY YANET
No.Alumnos: 23"
SF404,SF,25,Viernes,12:00-13:00,1180152-A(23),No especificado,No especificado,23,"Carrera   : Ingenieria De Minas
Materia   : PROGRAMACION DE COMPUTADORES
Docente : SARMIENTO SAAVEDRA MERY YANET
No.Alumnos: 23"
SF404,SF,25,Lunes,14:00-15:00,1681121-A(13),No especificado,No especificado,13,"Carrera   : Zootecnia
Materia   : HERRAMIENTAS DE SOFTWARE
Docente : CARRE?O CORREA RUBEN DARIO
No.Alumnos: 13"
SF404,SF,25,Jueves,14:00-15:00,1160013-C(19),No especificado,No especificado,19,"Carrera   : Ingenieria Electronica
Materia   : FUNDAMENTOS DE PROGRAMACION
Docente : LATORRE JAIMES JOHANN LEONARDO
No.Alumnos: 19"
SF404,SF,25,Viernes,14:00-15:00,1680401-A(30),No especificado,No especificado,30,"Carrera   : Zootecnia
Materia   : DISE?O EXPERIMENTAL
Docente : CARRE?O CORREA RUBEN DARIO
No.Alumnos: 30"
SF404,SF,25,Lunes,15:00-16:00,1681121-A(13),No especificado,No especificado,13,"Carrera   : Zootecnia
Materia   : HERRAMIENTAS DE SOFTWARE
Docente : CARRE?O CORREA RUBEN DARIO
No.Alumnos: 13"
SF404,SF,25,Viernes,15:00-16:00,1680401-A(30),No especificado,No especificado,30,"Carrera   : Zootecnia
Materia   : DISE?O EXPERIMENTAL
Docente : CARRE?O CORREA RUBEN DARIO
No.Alumnos: 30"
SF404,SF,25,Martes,16:00-17:00,1654014-A(12),No especificado,No especificado,12,"Carrera   : Ingenieria Ambiental
Materia   : ALGORITMOS Y PROGRAMACION
Docente : PACHECO LAGUADO GLENIA YANETH
No.Alumnos: 12"
SF404,SF,25,Miércoles,16:00-17:00,1160013-A(19),No especificado,No especificado,19,"Carrera   : Ingenieria Electronica
Materia   : FUNDAMENTOS DE PROGRAMACION
Docente : VEGA PARADA ALIRIO ALFONSO
No.Alumnos: 19"
SF404,SF,25,Viernes,16:00-17:00,1341706-B(19),No especificado,No especificado,19,"Carrera   : Trabajo Social
Materia   : SOFTWARE DE INVESTIGACION I
Docente : RAMIREZ JAIMES GLORIA MABEL
No.Alumnos: 19"
SF404,SF,25,Martes,17:00-18:00,1654014-A(12),No especificado,No especificado,12,"Carrera   : Ingenieria Ambiental
Materia   : ALGORITMOS Y PROGRAMACION
Docente : PACHECO LAGUADO GLENIA YANETH
No.Alumnos: 12"
SF404,SF,25,Miércoles,17:00-18:00,1160013-A(19),No especificado,No especificado,19,"Carrera   : Ingenieria Electronica
Materia   : FUNDAMENTOS DE PROGRAMACION
Docente : VEGA PARADA ALIRIO ALFONSO
No.Alumnos: 19"
SF404,SF,25,Viernes,17:00-18:00,1341706-B(19),No especificado,No especificado,19,"Carrera   : Trabajo Social
Materia   : SOFTWARE DE INVESTIGACION I
Docente : RAMIREZ JAIMES GLORIA MABEL
No.Alumnos: 19"
SF404,SF,25,Martes,18:00-19:00,1191203-C(19),No especificado,No especificado,19,"Carrera   : Ingenieria Industrial
Materia   : FUNDAMENTOS BASE DE DATOS
Docente : PACHECO LAGUADO GLENIA YANETH
No.Alumnos: 19"
SF404,SF,25,Martes,19:00-20:00,1191203-C(19),No especificado,No especificado,19,"Carrera   : Ingenieria Industrial
Materia   : FUNDAMENTOS BASE DE DATOS
Docente : PACHECO LAGUADO GLENIA YANETH
No.Alumnos: 19"
